,file_name,good_exception,audio_recognition
534,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-09.wav,Exception,
535,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-10.wav,Exception,
536,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-11.wav,Exception,
537,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-12.wav,Exception,
538,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-13.wav,Exception,
539,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-14.wav,Exception,
540,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-15.wav,Good,413 Arthur
541,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-16.wav,Good,the weather
542,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-17.wav,Good,Verizon benefind
543,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-18.wav,Exception,
544,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-19.wav,Exception,
545,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-20.wav,Good,all together
546,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-21.wav,Exception,
547,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-22.wav,Exception,
548,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-23.wav,Good,traffic
549,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-24.wav,Exception,
550,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-25.wav,Exception,
551,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-26.wav,Exception,
552,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-27.wav,Exception,
553,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-28.wav,Exception,
554,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-29.wav,Good,contacted everyone so yes
555,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-30.wav,Exception,
556,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-31.wav,Exception,
557,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-01.wav,Exception,
558,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-02.wav,Exception,
559,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-03.wav,Exception,
560,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-04.wav,Exception,
561,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-05.wav,Exception,
562,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-06.wav,Exception,
563,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-07.wav,Exception,
564,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-08.wav,Exception,
565,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-09.wav,Exception,
566,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-10.wav,Exception,
567,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-11.wav,Exception,
568,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-12.wav,Exception,
569,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_fataltruckcrash_1_-13.wav,Exception,
570,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-01.wav,Exception,
571,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-02.wav,Exception,
572,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-03.wav,Exception,
573,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-04.wav,Exception,
574,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-05.wav,Exception,
575,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-06.wav,Exception,
576,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-07.wav,Good,Malta Drive-In
577,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-08.wav,Exception,
578,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-09.wav,Exception,
579,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-10.wav,Exception,
580,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-11.wav,Exception,
581,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-12.wav,Exception,
582,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-13.wav,Exception,
583,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-14.wav,Exception,
584,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-15.wav,Exception,
585,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-16.wav,Exception,
586,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-17.wav,Exception,
587,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-18.wav,Good,from the dance club definition
588,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-19.wav,Exception,
589,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-20.wav,Good,Voorhees
590,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-21.wav,Exception,
591,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-22.wav,Good,Papa John's
592,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-23.wav,Exception,
593,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-24.wav,Exception,
594,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-25.wav,Exception,
595,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-26.wav,Exception,
596,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-27.wav,Good,Northbound Lanes of 85
597,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-28.wav,Exception,
598,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-29.wav,Exception,
599,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-30.wav,Exception,
600,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-31.wav,Exception,
601,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-32.wav,Exception,
602,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protest_1_-33.wav,Exception,
603,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-01.wav,Good,from my location
604,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-02.wav,Good,in Korean
605,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-03.wav,Exception,
606,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-04.wav,Exception,
607,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-05.wav,Exception,
608,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-06.wav,Good,99
609,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-07.wav,Good,Charlie is Jeff with you. I'd like to see what kind of resources we can put his way up here from Homeland
610,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-08.wav,Exception,
611,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-09.wav,Exception,
612,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-10.wav,Good,Christmas tree on fire
613,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-100.wav,Good,15
614,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-101.wav,Exception,
615,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-102.wav,Exception,
616,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-103.wav,Good,Corner Market design from now
617,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-104.wav,Exception,
618,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-105.wav,Good,Oklahoma
619,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-106.wav,Good,Cinebarre ready to go
620,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-107.wav,Good,do you have any
621,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-108.wav,Good,3.11
622,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-109.wav,Good,City Hall
623,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-11.wav,Good,everything you want I'm going I'm going to go there
624,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-110.wav,Good,Peter
625,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-111.wav,Good,24-hour 2491
626,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-112.wav,Exception,
627,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-113.wav,Good,2500 Ryan
628,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-114.wav,Good,3500 Ryan and Amanda Harvey from Frankfurt
629,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-115.wav,Exception,
630,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-116.wav,Exception,
631,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-117.wav,Good,show me a picture of a North Broad on Broad
632,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-118.wav,Good,KD advisor take your handle and all right refuse
633,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-119.wav,Good,still coming over everyone.
634,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-12.wav,Good,over here
635,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-13.wav,Exception,
636,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-14.wav,Good,1400 Walnut 1400 Walnut
637,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-15.wav,Good,Walnut
638,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-16.wav,Exception,
639,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-17.wav,Good,response team down here
640,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-18.wav,Exception,
641,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-19.wav,Exception,
642,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-20.wav,Good,put on your crown card
643,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-21.wav,Exception,
644,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-22.wav,Exception,
645,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-23.wav,Good,1400 Walnut
646,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-24.wav,Exception,
647,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-25.wav,Good,how many people were injured
648,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-26.wav,Good,how many injured as the Ritz-Carlton
649,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-27.wav,Good,procedure window vent tube
650,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-28.wav,Exception,
651,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-29.wav,Good,13th Street
652,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-30.wav,Good,yes ma'am medicine route to 700 Lombard
653,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-31.wav,Good,call Jennifer
654,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-32.wav,Good,recondition the Ritz-Carlton 105 is supposed to be at the Ritz-Carlton at this moment
655,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-33.wav,Good,we got a problem
656,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-34.wav,Good,okay to look at 13th and Walnut
657,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-35.wav,Exception,
658,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-36.wav,Exception,
659,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-37.wav,Good,Park City
660,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-38.wav,Good,Highway freedom
661,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-39.wav,Exception,
662,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-40.wav,Good,market and Juniper on the East portal
663,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-41.wav,Good,green Andy I need unit to go to Gordon hard they got the street like almost torn down
664,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-42.wav,Good,Duckhorn or Community radio we got a couple hundred people up on this phone
665,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-43.wav,Good,increase estrogen
666,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-44.wav,Good,Royals record
667,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-45.wav,Good,I got
668,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-46.wav,Good,on the roof of the building
669,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-47.wav,Good,what's the time
670,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-48.wav,Exception,
671,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-49.wav,Exception,
672,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-50.wav,Good,we have a light pole down right on the east east side
673,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-51.wav,Exception,
674,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-52.wav,Exception,
675,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-53.wav,Good,"remove your area, comply so continuously"
676,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-54.wav,Exception,
677,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-55.wav,Exception,
678,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-56.wav,Good,Zizek 9
679,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-57.wav,Exception,
680,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-58.wav,Good,supervisor
681,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-59.wav,Exception,
682,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-60.wav,Exception,
683,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-61.wav,Good,best relaxer
684,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-62.wav,Exception,
685,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-63.wav,Exception,
686,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-64.wav,Exception,
687,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-65.wav,Exception,
688,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-66.wav,Good,Vanessa Pascual Jack when you come in Center City on Market Street
689,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-67.wav,Exception,
690,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-68.wav,Good,rapid response Corps
691,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-69.wav,Good,Southeastern and worst case scenario they can get her over to the Firehouse she can get some kind of treatment
692,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-70.wav,Good,downtown FW ENFP ASAP
693,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-71.wav,Good,priority Brewing Ellsworth
694,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-72.wav,Good,31 route to East Point
695,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-73.wav,Good,going to California Berkeley Hardware Wilkesboro North
696,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-74.wav,Good,play teen sex
697,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-75.wav,Exception,
698,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-76.wav,Exception,
699,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-77.wav,Good,14 Oregon coast
700,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-78.wav,Exception,
701,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-79.wav,Good,location
702,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-80.wav,Good,Port Washington MSC
703,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-81.wav,Good,3500 Ryan's well all is quiet having check on you
704,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-82.wav,Good,Destiny Ortiz Columbus District
705,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-83.wav,Good,Operation Center monitoring this band for the movement
706,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-84.wav,Exception,
707,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-85.wav,Good,Mahoney Park
708,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-86.wav,Good,3400 rocker Brian
709,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-87.wav,Good,checkpoint and 3500 Ryan and Leon
710,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-88.wav,Exception,
711,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-89.wav,Exception,
712,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-90.wav,Good,if you ever need a ride or want we can take care of that for me
713,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-91.wav,Exception,
714,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-92.wav,Good,exploited Japanese shield shield for whoever I have
715,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-93.wav,Exception,
716,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-94.wav,Good,Southwest border
717,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-95.wav,Exception,
718,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-96.wav,Exception,
719,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-97.wav,Good,Charlie Charlie
720,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-98.wav,Good,looking for my partners news I don't see anything
721,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestssuperbowl_2_-99.wav,Exception,
722,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-01.wav,Good,cars going the wrong way on 16th Street
723,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-02.wav,Good,going the wrong way on gas tank on Miles
724,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-03.wav,Good,"coming through to grab your bottles and cans in, please"
725,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-04.wav,Good,do you have
726,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-05.wav,Exception,
727,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-06.wav,Good,X-rays and 15th going towards Drive
728,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-07.wav,Good,number for
729,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-08.wav,Exception,
730,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-09.wav,Exception,
731,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-10.wav,Good,it's right on the air
732,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-11.wav,Exception,
733,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-12.wav,Good,Arkansas
734,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-13.wav,Exception,
735,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-14.wav,Good,Southwest
736,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-15.wav,Good,Rick Ross
737,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-16.wav,Good,Franklin County Northbound right now
738,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-17.wav,Good,Arrangements in Hermitage
739,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-18.wav,Exception,
740,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-19.wav,Exception,
741,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-20.wav,Good,I need somebody original Heritage the traffic please
742,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-21.wav,Good,Herschel Jones Lenexa
743,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-22.wav,Exception,
744,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-23.wav,Good,just let me know James
745,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-24.wav,Good,I've already sent two teams down there I only have two left here and it's brown.
746,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-25.wav,Exception,
747,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-26.wav,Exception,
748,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-27.wav,Good,20 / 3500
749,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-28.wav,Exception,
750,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-29.wav,Exception,
751,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_1_-30.wav,Good,keep on Front Street
752,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-01.wav,Good,go to Broad and Market
753,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-02.wav,Good,142
754,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-03.wav,Good,George Strait
755,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-04.wav,Exception,
756,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-05.wav,Good,the cars are coming through westbound lie a lot of people out here
757,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-06.wav,Good,Apostle Broken Arrow
758,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-07.wav,Good,22x Raider radio can you over North Central in 20 seconds I got a car available see if I can get somebody to court at 15th and Market firelighters trying to get through his having a really rough time
759,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-08.wav,Good,play Charlie A10 about 10 minutes or so
760,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-09.wav,Exception,
761,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-10.wav,Exception,
762,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-100.wav,Good,private dentist
763,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-101.wav,Exception,
764,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-102.wav,Exception,
765,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-103.wav,Exception,
766,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-104.wav,Exception,
767,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-105.wav,Good,Steve wires vernonburg they hurt a Leo
768,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-106.wav,Exception,
769,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-107.wav,Exception,
770,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-108.wav,Good,11 * 11
